text,label_slot,label_intent
atlanta havaalanında bir havaalanı limuzini var mı,B-airport_name I-airport_name O B-transport_type I-transport_type O O,ground_service
lütfen kansas city'den atlanta'ya sabah uçuşlarını listeleyin,O B-fromloc.city_name I-fromloc.city_name B-toloc.city_name B-depart_time.period_of_day O O,flight
denver'dan baltimore'a,B-fromloc.city_name B-toloc.city_name,flight
denver'den pittsburgh'a en ucuz tek yön uçuş hangisidir,B-fromloc.city_name B-toloc.city_name B-cost_relative I-cost_relative B-round_trip I-round_trip O O,flight
milwaukee'den orlando'ya çarşamba sabahı kalkan tek yön uçuşları göster,B-fromloc.city_name B-toloc.city_name B-depart_date.day_name B-depart_time.period_of_day O B-round_trip I-round_trip O O,flight
12 mayıs çarşamba cleveland'dan indianapolis'e twa delta veya kıtasal uçuşlar nelerdir,B-depart_date.day_number B-depart_date.month_name B-depart_date.day_name B-fromloc.city_name B-toloc.city_name B-airline_code B-airline_name B-or B-airline_name O O,flight
continental tarafından birinci sınıf uçuşlarla kaç şehre hizmet veriliyor,B-airline_name O B-class_type I-class_type O O O O O,quantity
atlanta'dan denver'a doğu uçuşu 825 555'te kalkıyor o uçuşta ne tür bir uçak kullanılıyor,B-fromloc.city_name B-toloc.city_name B-airline_name O B-flight_number B-depart_time.time O O O O O O O O,flight
bana aşk alanından kalkan uçuşları göster,O B-fromloc.airport_name I-fromloc.airport_name O O O,flight
turboproptan sonraki en küçük uçak nedir,O O B-mod I-mod O O,aircraft
bana baltimore'dan pittsburgh'a uçuşları ver,O B-fromloc.city_name B-toloc.city_name O O,flight
amerikan havayolunun washington'dan philadelphia'ya uçuşları hakkında bilgiler sabah erken uçuş saatleri,B-airline_name I-airline_name B-fromloc.city_name B-toloc.city_name O O O B-depart_time.period_of_day B-depart_time.period_of_day B-flight_time I-flight_time,flight
baltimore'dan philadelphia'ya uçuşları göster,B-fromloc.city_name B-toloc.city_name O O,flight
us air'de baltimore'dan san francisco'ya 420'de kalkan uçuşta ne tür bir uçak kullanılıyor,B-airline_name I-airline_name B-fromloc.city_name B-toloc.city_name I-toloc.city_name B-depart_time.time O O O O O O O,flight
boston'dan san francisco'ya yemekli en erken uçuş bilgilerini istiyorum,B-fromloc.city_name B-toloc.city_name I-toloc.city_name B-meal B-flight_mod I-flight_mod O O O,flight
bugün hangi havayollarının birinci sınıf uçuşları var,B-depart_date.today_relative O O B-class_type I-class_type O O,airline
bana pittsburgh için kara ulaşım bilgilerini göster,O B-city_name O O O O O,ground_service
detroit'ten st petersburg'ye kuzeybatı havayollarında uçmak istiyorum ve sabah 9 civarında ayrılan bir uçuşta hangi uçağın kullanıldığını söyle ve uçuş numarasını söyle,B-fromloc.city_name B-toloc.city_name I-toloc.city_name B-airline_name I-airline_name O O O B-depart_time.time B-depart_time.time B-depart_time.time_relative O O O O O O O O O O O,aircraft+flight+flight_no
bana salı günü new york'tan miami'ye ve pazar günü miami'den new york'a giden tüm uçuşları göster,O B-depart_date.day_name O B-toloc.city_name I-toloc.city_name B-fromloc.city_name O B-depart_date.day_name O B-fromloc.city_name B-toloc.city_name I-toloc.city_name O O O O,flight
pittsburgh philadelphia uçuşları ile ilgili bilgiler,B-fromloc.city_name B-toloc.city_name O O O O,flight
bana dallas'ta tek duraklı philadelphia'dan san francisco'ya tüm uçuşları göster,O B-stoploc.city_name B-flight_stop I-flight_stop B-fromloc.city_name B-toloc.city_name I-toloc.city_name O O O,flight
çarşamba günü denver'dan dc'ye uçuşları göster,B-depart_date.day_name I-depart_date.day_name B-fromloc.city_name B-toloc.state_code O O,flight
orlando'dan kansas şehrine ve ardından minneapolis'e tüm gidiş dönüş uçuşları listeleyebilir misin,B-fromloc.city_name B-toloc.city_name I-toloc.city_name O O B-toloc.city_name O B-round_trip I-round_trip O O O,flight
bana aşk alanından uçuşları göster,O B-fromloc.airport_name I-fromloc.airport_name O O,flight
perşembe sabahı kalkan indianapolis'ten toronto'ya aktarmasız bir uçuş istiyorum,B-arrive_date.day_name B-arrive_time.period_of_day O B-fromloc.city_name B-toloc.city_name B-flight_stop O O O,flight
denver'dan oakland'a saat 12 1 arasında gelen uçuşları göster,B-fromloc.city_name B-toloc.city_name B-arrive_time.end_time I-arrive_time.end_time I-arrive_time.end_time O O O O,flight
yirmi iki mayıs cumartesi kansas city'den burbank'a aktarmasız uçuşlar nelerdir,B-arrive_date.day_number I-arrive_date.day_number B-arrive_date.month_name B-arrive_date.day_name B-fromloc.city_name I-fromloc.city_name B-toloc.city_name B-flight_stop O O,flight
bana san francisco'dan salt lake city'e en ucuz gidiş dönüş biletlerini göster,O B-fromloc.city_name I-fromloc.city_name B-toloc.city_name I-toloc.city_name I-toloc.city_name B-cost_relative I-cost_relative B-round_trip I-round_trip O O,airfare
ayrıca salı günü san francisco'dan pittsburgh'a uçuşları göster,O B-depart_date.day_name O B-fromloc.city_name I-fromloc.city_name B-toloc.city_name O O,flight
yirmi bir ağustos çarşamba günü san francisco'dan boston'a en ucuz tek yön bilet ücreti nedir,B-depart_date.day_number I-depart_date.day_number B-depart_date.month_name B-depart_date.day_name I-depart_date.day_name B-fromloc.city_name I-fromloc.city_name B-toloc.city_name B-cost_relative I-cost_relative B-round_trip I-round_trip O O O,airfare
bana san francisco'dan new york'a aktarmasız tüm uçuşları göster,O B-fromloc.city_name I-fromloc.city_name B-toloc.city_name I-toloc.city_name B-flight_stop O O O,flight
denver'dan san francisco'ya gidiyoruz,B-fromloc.city_name B-toloc.city_name I-toloc.city_name O,flight
denver'da tek duraklı miami'den san diego'ya uçuşları göster,B-stoploc.city_name B-flight_stop I-flight_stop B-fromloc.city_name B-toloc.city_name I-toloc.city_name O O,flight
seattle'dan boston'a aktarmasız veya aktarmalı uçuşlar,B-fromloc.city_name B-toloc.city_name B-flight_stop B-or B-connect O,flight
salı günü denver'dan boston'a uçuşları göster,B-depart_date.day_name O B-fromloc.city_name B-toloc.city_name O O,flight
pittsburgh'dan baltimore'a uçabilecek en küçük uçak hangisidir,B-fromloc.city_name B-toloc.city_name O B-mod I-mod O O,aircraft
bana pittsburgh'dan dc'ye uçuşları göster,O B-fromloc.city_name B-toloc.state_code O O,flight
çarşamba günü phoenix milwaukee arasındaki tüm uçuşları göster,B-depart_date.day_name I-depart_date.day_name B-fromloc.city_name B-toloc.city_name O O O O,flight
yirmi iki mayıs cumartesi las vegas'tan burbank'a uçuşlar nelerdir,B-depart_date.day_number I-depart_date.day_number B-depart_date.month_name B-depart_date.day_name B-fromloc.city_name I-fromloc.city_name B-toloc.city_name O O,flight
boston'dan san francisco'ya ilk uçuş nedir,B-fromloc.city_name B-toloc.city_name I-toloc.city_name B-flight_mod O O,flight
bana new york'tan miami'ye salı günü kalkan ve pazar günü dönen tüm uçuşları göster,O B-fromloc.city_name I-fromloc.city_name B-toloc.city_name B-depart_date.day_name O O O B-return_date.day_name O O O O O,flight
lütfen boston ve san francisco arasındaki aktarmasız tüm uçuşları listeleyin,O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-flight_stop O O O,flight
bana denver westchester ilçesi arasındaki uçuşları göster,O B-fromloc.city_name B-toloc.city_name I-toloc.city_name O O O,flight
united airlines'ın kullandığı çeşitli uçakların oturma kapasitesi nedir,B-airline_name I-airline_name O O O O O O,capacity
bana westchester county'den cincinnati'ye uçuşları göster,O B-fromloc.city_name I-fromloc.city_name B-toloc.city_name O O,flight
boston'dan pittsburgh'a en ucuz tek yön ücreti nedir,B-fromloc.city_name B-toloc.city_name B-cost_relative I-cost_relative B-round_trip I-round_trip O O,airfare
hangi havayolları boston'dan san francisco'ya uçuyor,O O B-fromloc.city_name B-toloc.city_name I-toloc.city_name O,airline
yn kodu ne anlama geliyor,B-fare_basis_code O O O O,abbreviation
baltimore'dan san francisco'ya hangi uçuşlarınız var,B-fromloc.city_name B-toloc.city_name I-toloc.city_name O O O,flight
atlanta havaalanından atlanta şehir merkezine ulaşım var mı,B-fromloc.airport_name I-fromloc.airport_name B-toloc.city_name O O O O O,ground_service
san francisco'dan dallas fort worth'e giden 852 numaralı delta uçuşunda yemek var mı,B-fromloc.city_name I-fromloc.city_name B-toloc.city_name I-toloc.city_name I-toloc.city_name O B-flight_number O B-airline_name O B-meal O O,meal
bana pittsburgh'dan san francisco'ya uçak biletini göster,O B-fromloc.city_name B-toloc.city_name I-toloc.city_name O O O,airfare
bana pittsburgh'dan baltimore'a uçak bileti ver,O B-fromloc.city_name B-toloc.city_name O O O,flight
dallas'tan boston'a son uçuş nedir,B-fromloc.city_name B-toloc.city_name B-flight_mod O O,flight
philadelphia'dan san francisco'ya hangi uçuşlar dallas'ta bir mola ile gider,B-fromloc.city_name B-toloc.city_name I-toloc.city_name O O B-stoploc.city_name O O O O,flight
lütfen bana denver için kara ulaşımı bilgisi verin,O O B-city_name O O O O O,ground_service
charlotte'ta hangi kara taşımacılığı var,B-city_name O O O O,ground_service
pittsburgh ile fort worth arasında 1000 ile 1500 saatleri arasında hangi uçuşlar mevcuttur,B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_time.start_time O B-depart_time.end_time O O O O O,flight
lütfen bana öğlen 12'den önce atlanta'dan denver'a kullanılan uçak tipini söyle,O O B-depart_time.time I-depart_time.time B-depart_time.time_relative B-fromloc.city_name B-toloc.city_name O O O O,aircraft
san francisco'dan amerikan uçuşları lütfen,B-fromloc.city_name I-fromloc.city_name B-airline_name O O,flight
bana philadelphia'dan atlanta'ya uçuşları göster,O B-fromloc.city_name B-toloc.city_name O O,flight
tüm ücret kodlarını göster,O O O O,airfare
baltimore'dan philadelphia'ya gidiş dönüş ücretleri 1000 dolardan az denver'dan philadelphia'ya gidiş dönüş ücretleri 1000 dolardan az pittsburgh'den philadelphia'ya gidiş dönüş ücretleri 1000 dolardan az,B-fromloc.city_name B-toloc.city_name B-round_trip I-round_trip O B-fare_amount I-fare_amount B-cost_relative B-fromloc.city_name B-toloc.city_name B-round_trip I-round_trip O B-fare_amount I-fare_amount B-cost_relative B-fromloc.city_name B-toloc.city_name B-round_trip I-round_trip O B-fare_amount I-fare_amount B-cost_relative,airfare
bana gelecek salı philadelphia ve san francisco arasındaki uçuşları göster,O B-depart_date.date_relative B-depart_date.day_name B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O O,flight
500 doların altında bir fiyata denver'a uçmak istiyorum lütfen bana pittsburgh ve denver arasındaki uçak biletlerini gösterin,B-fare_amount I-fare_amount B-cost_relative O O B-toloc.city_name O O O O B-fromloc.city_name O B-toloc.city_name O O O O,flight
ne gibi,O B-airline_code,abbreviation
boston'dan san francisco'ya uçuşu olan tüm havayollarını listeleyebilir misiniz,B-fromloc.city_name B-toloc.city_name I-toloc.city_name O O O O O O,airline
aynı gün içinde boston'dan atlanta'ya nasıl gidip geri dönebilirim ve atlanta'da yerde en çok saat geçirebilirim,O B-return_date.date_relative O B-fromloc.city_name B-toloc.city_name O O O O O B-toloc.city_name O O O O O,flight
bana önümüzdeki salı saat 1900 civarında charlotte'tan atlanta'ya giden uçuşları göster,O B-depart_date.date_relative B-depart_date.day_name O B-depart_time.time B-depart_time.time_relative B-fromloc.city_name B-toloc.city_name O O O,flight
şimdi dördüncü pazar günü san jose'dan houston'a giden bir uçağa ihtiyacım var,O B-depart_date.day_number B-depart_date.day_name O B-fromloc.city_name I-fromloc.city_name B-toloc.city_name O O O O O,flight
boston'dan washington'a bilgi istiyorum,B-fromloc.city_name B-toloc.city_name O O,flight
pittsburgh'da hangi kara taşımacılığı mevcut,B-city_name O O O O,ground_service
hangi havayolları boston'dan washington dc'ye uçuyor,O O B-fromloc.city_name B-toloc.city_name B-toloc.state_code O,airline
bana baltimore boston uçuşlarını göster,O B-fromloc.city_name B-toloc.city_name O O,flight
önümüzdeki hafta çarşamba günü saat 1800'den sonra boston'dan pittsburgh'a hangi uçuşlarınız var,B-depart_date.date_relative O B-depart_date.day_name I-depart_date.day_name O B-depart_time.time B-depart_time.time_relative B-fromloc.city_name B-toloc.city_name O O O,flight
bana aşk alanından uçuşları göster,O B-fromloc.airport_name I-fromloc.airport_name O O,flight
yarın akşam newark'tan los angeles'a giden bir uçağa ihtiyacım var,B-depart_date.today_relative B-depart_time.period_of_day B-fromloc.city_name B-toloc.city_name I-toloc.city_name O O O O O,flight
montreal'den uçuşlar,B-fromloc.city_name O,flight
philadelphia'dan pittsburgh'a hangi pm uçuşları mevcut,B-fromloc.city_name B-toloc.city_name O B-depart_time.period_of_day O O,flight
bana denver'dan philadelphia'ya uçuşları göster,O B-fromloc.city_name B-toloc.city_name O O,flight
üç eylül boston ve washington arasındaki uçuş bilgilerini istiyorum,B-depart_date.day_number B-depart_date.month_name B-fromloc.city_name O B-toloc.city_name O O O O,flight
bugünden iki gün sonra sabahın erken saatlerinde minneapolis'ten long beach'e uçmak istiyorum,B-depart_date.today_relative B-depart_date.date_relative O O B-depart_time.period_of_day B-depart_time.period_of_day O B-fromloc.city_name B-toloc.city_name I-toloc.city_name O O,flight
tacoma'dan montreal'e tek yön kaç bilet var,B-fromloc.city_name B-toloc.city_name B-round_trip I-round_trip O O O,quantity
bana atlanta'dan boston'a uçuşları göster,O B-fromloc.city_name B-toloc.city_name O O,flight
general mitchell international'daki tüm inişleri listele,B-toloc.airport_name I-toloc.airport_name I-toloc.airport_name O O O,flight
hangi kuzeybatı ve birleşik uçuşlar öğleden önce denver'dan geçiyor,O B-airline_name O B-airline_name O B-depart_time.time B-depart_time.time_relative B-stoploc.city_name O,flight
baltimore'dan philadelphia'ya gidiş dönüş 1000 doların altında ücretler,B-fromloc.city_name B-toloc.city_name B-round_trip I-round_trip B-fare_amount I-fare_amount B-cost_relative O,airfare
dallas'tan atlanta'ya sabah uçuşu,B-fromloc.city_name B-toloc.city_name B-depart_time.period_of_day O,flight
ücret kodu fn nedir,O O B-fare_basis_code O,abbreviation
yirmi ağustosta pittsburgh'dan san francisco'ya bir uçuş istiyorum,B-depart_date.day_number B-depart_date.month_name B-fromloc.city_name B-toloc.city_name I-toloc.city_name O O O,flight
boston'dan denver'a yemek seçeneklerim neler,B-fromloc.city_name B-toloc.city_name B-meal O O,meal
amerikan havayolları ile miami'den şikago'ya uçmak ve öğleden sonra saat 5 civarında varmak istiyorum bana tüm uçuşları göster,B-airline_name I-airline_name O B-fromloc.city_name B-toloc.city_name O O B-arrive_time.period_of_day I-arrive_time.period_of_day B-arrive_time.time B-arrive_time.time B-arrive_time.time_relative O O O O O O,flight
bana pittsburgh'dan yarın kalkan ve boston'a varan tüm uçuşları göster,O B-fromloc.city_name B-depart_date.today_relative O O B-toloc.city_name O O O O,flight
indianapolis'ten seattle'a uçuşlar,B-fromloc.city_name B-toloc.city_name O,flight
newark'tan cleveland'a,B-fromloc.city_name B-toloc.city_name,flight
boston'dan san francisco'ya sadece kahvaltı servisi olan uçuşları listele,B-fromloc.city_name B-toloc.city_name I-toloc.city_name O B-meal_description O O O O,flight
salı günü için los angeles'tan pittsburgh'a uçuşları göster,B-depart_date.day_name O O B-fromloc.city_name I-fromloc.city_name B-toloc.city_name O O,flight
chicago'dan minneapolis'e cumartesi günü continental uçuş var mı,B-fromloc.city_name B-toloc.city_name B-depart_date.day_name O B-airline_name O O O,flight
onbirinci kasım ekonomi sınıfında saat 1700'den sonra boston'dan washington dc'ye tüm uçuşlar,B-depart_date.day_number B-depart_date.month_name B-economy I-economy O B-depart_time.time B-depart_time.time_relative B-fromloc.city_name B-toloc.city_name B-toloc.state_code O O,flight
pittsburgh'dan boston'a gündüz uçuşları listele,B-fromloc.city_name B-toloc.city_name B-flight_mod O O,flight
anka kuşundan milwaukee'ye amerikan uçuşları ne zaman,B-fromloc.city_name I-fromloc.city_name B-toloc.city_name B-airline_name O O O,flight
bana ikinci aralık için washington dc'den philadelphia'ya uçuşları ver,O B-depart_date.day_number B-depart_date.month_name O B-fromloc.city_name B-fromloc.state_code B-toloc.city_name O O,flight
boston denver pazartesi,B-fromloc.city_name B-toloc.city_name B-depart_date.day_name,flight
bana atlanta'dan geçen delta veya twa uçuşlarını göster,O B-stoploc.city_name O B-airline_name B-or B-airline_code O O,flight
boston'dan washington'a uçak var mı,B-fromloc.city_name B-toloc.city_name O O O,aircraft
san francisco'da hangi kara taşımacılığı mevcuttur,B-city_name I-city_name O O O O,ground_service
dallas'tan san francisco'ya öğleden sonra uçuşlarını göster,B-fromloc.city_name B-toloc.city_name I-toloc.city_name B-depart_time.period_of_day I-depart_time.period_of_day O O,flight
tampa'dan cincinnati'ye en kısa akşam uçuşu,B-fromloc.city_name B-toloc.city_name B-flight_mod I-flight_mod B-depart_time.period_of_day O,flight
önümüzdeki salı chicago'dan ayrılmak ve 1800 civarında detroit'e varmak istiyorum,B-depart_date.date_relative B-depart_date.day_name B-fromloc.city_name O O B-arrive_time.time B-arrive_time.time_relative B-toloc.city_name O O,flight
pittsburgh'dan philadelphia'ya gelecek salı saat 6'da varan tüm uçuşlar,B-fromloc.city_name B-toloc.city_name B-arrive_date.date_relative B-arrive_date.day_name B-arrive_time.time B-arrive_time.time O O O,flight
san francisco atlanta arası yemek servisi yapan en son uçuşu bulun,B-fromloc.city_name I-fromloc.city_name B-toloc.city_name O B-meal O O B-flight_mod B-flight_mod O O,flight
dokuz nisan sabahı erken saatlerde baltimore'dan newark'a bir uçuş rezervasyonu yaptırmak istiyorum,B-depart_date.day_number B-depart_date.month_name B-depart_time.period_of_day B-depart_time.period_mod O B-fromloc.city_name B-toloc.city_name O O O O O,flight
newark new jersey'den cleveland ohio'ya uçuşlar,B-fromloc.city_name B-fromloc.state_name I-fromloc.state_name B-toloc.city_name B-toloc.state_name O,flight
bana boston'dan oakland'a uçuşları göster,O B-fromloc.city_name B-toloc.city_name O O,flight
denver'den pittsburgh'a atlanta aktarmalı en ucuz uçak bileti ne kadar,B-fromloc.city_name B-toloc.city_name B-stoploc.city_name O B-cost_relative I-cost_relative O O O O,airfare
lütfen pittsburgh'dan newark'a uçuş saatlerini listeleyiniz,O B-fromloc.city_name B-toloc.city_name B-flight_time I-flight_time O,flight_time
bana dallas'tan san francisco'ya saat 1600'dan sonra kalkan en ucuz tek yön uçuşları göster,O B-fromloc.city_name B-toloc.city_name I-toloc.city_name O B-depart_time.time B-depart_time.time_relative O B-cost_relative I-cost_relative B-round_trip I-round_trip O O,flight
bana pazar günü tampa'dan charlotte'a bir uçuş ayarla,O B-depart_date.day_name O B-fromloc.city_name B-toloc.city_name O O O,flight
los angeles'tan charlotte'a hafta içi sabah kalkan bir uçak istiyorum,B-fromloc.city_name I-fromloc.city_name B-toloc.city_name B-depart_date.day_name I-depart_date.day_name B-depart_time.period_of_day O O O O,flight
bana dallas fort worth san francisco veya oakland arasındaki tüm direkt uçuşları göster,O B-fromloc.city_name I-fromloc.city_name I-fromloc.city_name B-toloc.city_name I-toloc.city_name B-or B-toloc.city_name O O B-connect O O,flight
pittsburgh ve baltimore arasında uçan uçak türlerini listeleyin,B-fromloc.city_name O B-toloc.city_name O O O O O,aircraft
lütfen bana denver'dan philadelphia'ya uygun uçuşları verin,O O B-fromloc.city_name B-toloc.city_name O O O,flight
bana dallas'tan baltimore'a giden uçuşları göster,O B-fromloc.city_name B-toloc.city_name O O O,flight
cleveland nashville uçak bileti fiyatları,B-fromloc.city_name B-toloc.city_name O O O,airfare
baltimore'dan dallas'a ekonomi sınıfı olan uçuşları gösterebilir misin,B-fromloc.city_name B-toloc.city_name B-economy I-economy O O O O,flight
hangi uçuşlar st paul'dan kansas şehrine cuma günü yemekle,O O B-fromloc.city_name I-fromloc.city_name B-toloc.city_name I-toloc.city_name B-depart_date.day_name O B-meal,flight
montreal ve phoenix'den las vegas'a uçuşlar,B-fromloc.city_name O B-fromloc.city_name B-toloc.city_name I-toloc.city_name O,flight
bana güneybatı havayollarının san diego'dan san francisco'ya uçuşlarını göster,O B-airline_name I-airline_name B-fromloc.city_name I-fromloc.city_name B-toloc.city_name I-toloc.city_name O O,flight
bu uçuşların fiyatları nedir,O O O O,airfare
boston'dan baltimore'a uçmak istiyorum lütfen bana uçuşların saatini söyle,B-fromloc.city_name B-toloc.city_name O O O O O B-flight_time O,flight
long beach havaalanından şehir merkezine kara ulaşımını görebilir miyim,B-fromloc.city_name I-fromloc.city_name O O O O O O O,ground_service
bana atlanta'dan baltimore'a uçuşları göster,O B-fromloc.city_name B-toloc.city_name O O,flight
pittsburgh'dan los angeles'a perşembe günü saat 1800'den sonra kalkan bir uçak istiyorum,B-fromloc.city_name B-toloc.city_name I-toloc.city_name B-depart_date.day_name O O B-depart_time.time B-depart_time.time_relative O O O O,flight
bir ocakta denver'dan baltimore'a birinci sınıf bir uçuş istiyorum,B-depart_date.day_number B-depart_date.month_name B-fromloc.city_name B-toloc.city_name B-class_type I-class_type O O O,flight
pazartesi sabahın erken saatlerinde philadelphia'dan oakland california'ya uçuş,B-depart_date.day_name B-depart_time.period_of_day B-depart_time.period_of_day O B-fromloc.city_name B-toloc.city_name B-toloc.state_name O,flight
dallas'tan baltimore'a birinci sınıf ücretler lütfen,B-fromloc.city_name B-toloc.city_name B-class_type I-class_type O O,airfare
pazartesi gecesi saat 2000'den sonra kalkan san francisco pittsburgh uçuşları hakkında bilgi istiyorum,B-depart_date.day_name B-depart_time.period_of_day O B-depart_time.time B-depart_time.time_relative O B-fromloc.city_name I-fromloc.city_name B-toloc.city_name O O O O,flight
bana atlanta washington dc arasındaki tüm uçuşların fiyatını göster,O B-fromloc.city_name B-toloc.city_name B-toloc.state_code O O O O O,airfare
philadelphia'dan san francisco'ya dallas molası ile birinci sınıf amerikan havayolları uçuşunda ne tür bir uçak kullanılıyor,B-fromloc.city_name B-toloc.city_name I-toloc.city_name B-fromloc.city_name O O B-class_type I-class_type B-airline_name I-airline_name O O O O O O,aircraft
us air 2153 numaralı uçuşta san francisco'dan baltimore'a uçak saat kaçta ve hangi şehirde duruyor,B-airline_name I-airline_name B-flight_number O O B-fromloc.city_name I-fromloc.city_name B-toloc.city_name O B-flight_time O O O O O,flight
yirmi haziranda boston çıkışlı business class'ı olan tüm uçuşları göster,B-depart_date.day_number B-depart_date.month_name B-fromloc.city_name O B-class_type I-class_type O O O O,flight
general mitchell international'a kaç uçuş var,B-toloc.airport_name I-toloc.airport_name I-toloc.airport_name O O O,quantity
denver'dan philadelphia'ya herhangi bir uçuşun olup olmadığını bilmek istiyorum,B-fromloc.city_name B-toloc.city_name O O O O O O O,flight
mümkünse salt lake city'den cincinnati'ye gidiş dönüş aktarmasız uçuşlar,O B-fromloc.city_name I-fromloc.city_name I-fromloc.city_name B-toloc.city_name B-round_trip I-round_trip B-flight_stop O,flight
pazar öğleden sonra saat 6'dan önce dallas'tan san francisco'ya hangi uçuşlar var,B-depart_date.day_name B-depart_time.period_of_day I-depart_time.period_of_day B-depart_time.time B-depart_time.time B-depart_time.time_relative B-fromloc.city_name B-toloc.city_name I-toloc.city_name O O O,flight
bana denver'dan las vegas'a en erken uçuşu göster,O B-fromloc.city_name B-toloc.city_name I-toloc.city_name B-flight_mod I-flight_mod O O,flight
san francisco'dan delta uçuşları lütfen,B-fromloc.city_name I-fromloc.city_name B-airline_name O O,flight
bana boston'dan atlanta'ya öğleden sonra kalkan ve akşam 7'den önce varış yapan uçuşların listesini göster,O B-fromloc.city_name B-toloc.city_name B-depart_time.time B-depart_time.time_relative O O B-arrive_time.time B-arrive_time.time B-arrive_time.time_relative O O O O O,flight
washington'dan ayrılarak en son uçuşla san francisco'ya gitmek,B-fromloc.city_name O B-flight_mod B-flight_mod O B-toloc.city_name I-toloc.city_name O,flight
lütfen bana denver'dan pittsburgh'a en ucuz uçuşu verin,O O B-fromloc.city_name B-toloc.city_name B-cost_relative I-cost_relative O O,flight
pazar sabahı kalkan oakland california dallas uçuşları hakkında bilgi istiyorum,B-depart_date.day_name B-depart_time.period_of_day O B-fromloc.city_name B-fromloc.state_name B-toloc.city_name O O O O,flight
hangi havayolları new york'tan milwaukee'ye los angeles'a uçuyor,O O B-fromloc.city_name I-fromloc.city_name B-stoploc.city_name B-toloc.city_name I-toloc.city_name O,airline
washington ve boston arasındaki öğleden sonra uçuşları nelerdir,B-fromloc.city_name O B-toloc.city_name O B-depart_time.period_of_day I-depart_time.period_of_day O O,flight
lütfen bana pittsburgh'dan philadelphia'ya uçuş tarifeleri verin,O O B-fromloc.city_name B-toloc.city_name B-flight_time I-flight_time O,flight
amerikan havayolları boston'dan san francisco'ya uçuyor mu,B-airline_name I-airline_name B-fromloc.city_name B-toloc.city_name I-toloc.city_name O O,flight
lütfen bana baltimore'dan philadelphia'ya uçuş tarifelerini ver,O O B-fromloc.city_name B-toloc.city_name B-flight_time I-flight_time O,flight
who united airlines ile 7 temmuz dallas'tan baltimore'a aktarmasız uçuşlar var mı,O B-airline_name I-airline_name O B-arrive_date.day_number B-arrive_date.month_name B-fromloc.city_name B-toloc.city_name B-flight_stop O O O,flight
yirmi bir nisanda denver'dan pittsburgh'a en ucuz uçağa ihtiyacım var,B-depart_date.day_number I-depart_date.day_number B-depart_date.month_name B-fromloc.city_name B-toloc.city_name B-cost_relative I-cost_relative O O O,flight
boston'dan washington'a en erken uçuş ne zaman,B-fromloc.city_name B-toloc.city_name B-flight_mod I-flight_mod O O O,flight
charlotte'tan minneapolis'e gitmek için minneapolis'e akşam 7 gibi varan uçuş seçeneklerim nelerdir,B-fromloc.city_name B-toloc.city_name O O B-toloc.city_name B-arrive_time.time B-arrive_time.time B-arrive_time.time_relative O O O O,flight
öğleden sonra newark'tan los angeles'a hangi uçuşlar kalkıyor,B-depart_time.period_of_day I-depart_time.period_of_day B-fromloc.city_name B-toloc.city_name I-toloc.city_name O O O,flight
dallas ve philadelphia arasında bir uçuş bulmak istiyorum,B-fromloc.city_name O B-toloc.city_name O O O O O,flight
milwaukee'den san francisco'ya gidiş dönüş seyahat etmenin en ucuz yolu nedir,B-fromloc.city_name B-toloc.city_name I-toloc.city_name B-round_trip I-round_trip O O B-cost_relative I-cost_relative O O,flight
bana havayollarını göster,O O O,airline
denver için washington'dan saat 3 civarında kalkan bir uçuş var mı,B-toloc.city_name O B-fromloc.city_name B-depart_time.time B-depart_time.time B-depart_time.time_relative O O O O O,flight
on bir ağustosta pittsburgh ve baltimore arasında hangi uçuşlar mevcut,B-depart_date.day_number I-depart_date.day_number B-depart_date.month_name B-fromloc.city_name O B-toloc.city_name O O O O,flight
kısıtlama ap 57 ne anlama geliyor,O B-restriction_code I-restriction_code O O O,abbreviation
newark boston uçuşları,B-fromloc.city_name B-toloc.city_name O,flight
çarşamba sabahı boston'dan kalkan ve denver'a varan uçuşları göster,B-depart_date.day_name B-depart_time.period_of_day B-fromloc.city_name O O B-toloc.city_name O O O,flight
yirmi üç temmuzda philadelphia'dan san francisco'ya amerikan havayollarının tüm uçuşları,B-depart_date.day_number I-depart_date.day_number B-depart_date.month_name B-fromloc.city_name B-toloc.city_name I-toloc.city_name B-airline_name I-airline_name O O,flight
denver'dan pittsburgh'a atlanta'ya uçmak istiyorum bana bunu yapmanın en ucuz yolunu bulabilir misin,B-fromloc.city_name B-toloc.city_name B-toloc.city_name O O O O O B-cost_relative I-cost_relative O O O,flight
boston ve washington arasındaki en ucuz gidiş dönüş ücreti nedir,B-fromloc.city_name O B-toloc.city_name O B-cost_relative I-cost_relative B-round_trip I-round_trip O O,airfare
pazar günü new york'tan las vegas'a aktarmasız uçuşlar,B-arrive_date.day_name O B-fromloc.city_name I-fromloc.city_name B-toloc.city_name I-toloc.city_name B-flight_stop O,flight
